City,SubArea,Date,Address,BuildingType,LandArea,BuiltUp,PricePsf,Price
ampang,taman-sri-raya,13/11/2014,"✕✕✕✕✕✕, JALAN MERDEKA",TERRACE PLOT - RESIDENTIAL USE,0 ft²,232,"516,000","
							"
ampang,taman-sri-raya,,,,,,,
ampang,jalan-bukit-belacan,13/11/2013,"✕✕✕✕✕ ✕✕✕✕ ✕ ✕/✕, JALAN BUKIT BELACHAN",DEVELOPMENT LAND - UNSPECIFIED USE,0 ft²,45,"4,900,000","
							"
beranang,off-jalan-semenyih,,,,,,,
kajang,taman-sungai-sering,12/12/2012,"✕✕✕ ✕✕✕✕✕, TAMAN SUTERA PARKLAND",TERRACE PLOT - RESIDENTIAL USE,0 ft²,47,"60,854","
							"
kajang,taman-sungai-sering,,,,,,,
rawang,perusahaan-ringan-selangor-seksyen-18,09/08/2017,"✕✕✕✕✕✕, OFF BATU 17 JALAN RAWANG - IPOH",DETACHED PLOT - INDUSTRIAL USE,0 ft²,65,"687,510","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,27/07/2015,"✕✕✕✕, PT 1358 RAWANG",EMPTY PLOT - INDUSTRIAL USE,0 ft²,67,"600,000","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,31/03/2015,"✕✕ ✕✕✕✕, JALAN GARING",EMPTY PLOT - INDUSTRIAL USE,0 ft²,56,"503,920","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,05/12/2014,"✕✕✕✕, JALAN",EMPTY PLOT - INDUSTRIAL USE,0 ft²,45,"135,000","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,11/11/2014,"✕✕ ✕✕✕✕, JALAN",EMPTY PLOT - INDUSTRIAL USE,0 ft²,45,"135,000","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,11/11/2014,"✕✕✕✕✕ ✕✕✕✕✕ ✕✕✕✕✕✕ ✕✕✕, JALAN",EMPTY PLOT - INDUSTRIAL USE,0 ft²,76,"135,000","
							"
rawang,sungai-mangga,31/12/2015,"✕✕ ✕✕✕✕✕, OFF TIARA PUTERA",DEVELOPMENT LAND - RESIDENTIAL USE,0 ft²,21,"4,000,000","
							"
rawang,sungai-mangga,,,,,,,
rawang,perusahaan-ringan-selangor-seksyen-18,20/10/2014,"✕✕✕✕ ✕✕✕✕✕✕✕ ✕✕, -",TERRACE PLOT - INDUSTRIAL USE,0 ft²,60,"180,000","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,08/10/2014,"✕✕ ✕✕✕✕, JALAN GARING",DETACHED PLOT - INDUSTRIAL USE,0 ft²,53,"650,000","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,30/06/2014,"✕✕✕✕, OFF JALAN GARING",TERRACE PLOT - INDUSTRIAL USE,0 ft²,50,"150,000","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,05/04/2014,"✕✕ ✕✕✕✕, PT 1385 OFF BATU 17 JALAN RAWANG - IPOH",DETACHED PLOT - INDUSTRIAL USE,0 ft²,58,"350,000","
							"
rawang,perusahaan-ringan-selangor-seksyen-18,,,,,,,
rawang,sungai-buloh,15/08/2014,"✕✕, OFF TAMAN SRI PUTRA",EMPTY PLOT - INDUSTRIAL USE,0 ft²,25,"2,931,000","
							"
rawang,sungai-buloh,,,,,,,
rawang,kampong-baru-kuang,22/12/1988,"✕✕, JALAN",DETACHED PLOT - RESIDENTIAL USE,11 ft²,4,"10,000","
							"
rawang,kampong-baru-kuang,,,,,,,
rawang,bandar-baru-rawang,23/09/2015,"✕✕✕✕✕✕✕✕✕✕ ✕✕ ✕✕✕✕, JALAN KL-IPOH",EMPTY PLOT - COMMERCIAL USE,0 ft²,24,"8,000,000","
							"
rawang,bandar-baru-rawang,,,,,,,
rawang,desa-kundang,17/03/2015,"✕✕✕✕✕, JALAN DESA KUNDANG",TERRACE PLOT - COMMERCIAL USE,0 ft²,86,"120,000","
							"
rawang,desa-kundang,,,,,,,
rawang,kampong-melayu-kepong,03/03/2016,"✕✕✕✕✕, KAMPUNG MELAYU KEPONG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,128,"700,000","
							"
rawang,kampong-melayu-kepong,01/12/2015,"✕✕✕✕✕, KAMPUNG MELAYU KEPONG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,126,"700,000","
							"
rawang,kampong-melayu-kepong,11/11/2015,"✕✕✕✕✕, KAMPUNG MELAYU KEPONG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,111,"710,000","
							"
rawang,kampong-melayu-kepong,05/10/2015,"✕✕✕✕✕, KAMPUNG MELAYU KEPONG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,100,"600,000","
							"
rawang,kampong-melayu-kepong,13/10/2014,"✕✕✕✕✕, KAMPUNG MELAYU KEPONG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,77,"460,000","
							"
rawang,kampong-melayu-kepong,,,,,,,
rawang,templer-heights,18/03/2016,"✕✕✕, JALAN 4/1A",DETACHED PLOT - RESIDENTIAL USE,0 ft²,198,"3,050,000","
							"
rawang,templer-heights,28/09/2015,"✕✕✕✕ ✕✕, JALAN 3/3",DETACHED PLOT - RESIDENTIAL USE,0 ft²,107,"850,000","
							"
rawang,templer-heights,23/06/2015,"✕✕, JALAN 3/3",DETACHED PLOT - RESIDENTIAL USE,0 ft²,31,"500,000","
							"
rawang,templer-heights,03/12/2012,"✕✕ (✕✕), JALAN 3/1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,80,"900,000","
							"
rawang,templer-heights,13/08/1996,"✕✕✕✕ ✕✕, JALAN 4/1B",DETACHED PLOT - RESIDENTIAL USE,0 ft²,48,"488,000","
							"
rawang,templer-heights,30/12/1995,"✕✕✕✕ ✕✕✕, JALAN 4/1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,14,"914,718","
							"
rawang,templer-heights,18/09/1995,"✕✕✕✕ ✕, JALAN 3/1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,14,"188,202","
							"
rawang,templer-heights,23/06/1994,"✕✕✕✕ ✕✕, JALAN 4/1B",DETACHED PLOT - RESIDENTIAL USE,0 ft²,19,"246,605","
							"
rawang,templer-heights,10/11/1993,"✕✕, JALAN 4/1B",DETACHED PLOT - RESIDENTIAL USE,0 ft²,18,"222,894","
							"
rawang,templer-heights,28/09/1993,"✕✕, TEMPLER HEIGHT",DETACHED PLOT - RESIDENTIAL USE,0 ft²,18,"145,566","
							"
rawang,templer-heights,,,,,,,
rawang,templer-saujana,14/09/2016,"✕, JALAN TS 10",DETACHED PLOT - RESIDENTIAL USE,0 ft²,125,"691,587","
							"
rawang,templer-saujana,19/04/2016,"✕✕ ✕✕✕, JALAN TS 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,118,"687,147","
							"
rawang,templer-saujana,01/03/2016,"✕✕ ✕✕, JALAN TS 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,118,"472,000","
							"
rawang,templer-saujana,11/01/2016,"✕, JALAN TS 2",DETACHED PLOT - RESIDENTIAL USE,0 ft²,112,"450,000","
							"
rawang,templer-saujana,12/01/2015,"✕✕✕, JALAN TS 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,100,"676,000","
							"
rawang,templer-saujana,08/04/2014,"✕✕, JALAN TS 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,110,"544,654","
							"
rawang,templer-saujana,29/10/2013,"✕✕✕, JALAN TS 2",DETACHED PLOT - RESIDENTIAL USE,0 ft²,96,"561,120","
							"
rawang,templer-saujana,,,,,,,
rawang,kampong-permata,05/04/2016,"✕✕✕✕✕ (✕✕✕), JALAN PERMATA 7",DETACHED PLOT - RESIDENTIAL USE,0 ft²,25,"100,000","
							"
rawang,kampong-permata,04/02/2015,"✕✕ ✕✕✕✕✕ (✕✕✕✕ ✕✕✕), JALAN PERMATA 8",DETACHED PLOT - RESIDENTIAL USE,0 ft²,30,"120,000","
							"
rawang,kampong-permata,08/12/2014,"✕✕✕, JALAN PERMATA 6",DETACHED PLOT - RESIDENTIAL USE,11 ft²,32,"125,000","
							"
rawang,kampong-permata,25/11/2014,"✕✕✕✕ ✕✕✕, JALAN PERMATA 7",DETACHED PLOT - RESIDENTIAL USE,0 ft²,15,"60,000","
							"
rawang,kampong-permata,13/11/2014,"✕✕✕✕ ✕✕✕, JALAN PERMATA 8",DETACHED PLOT - RESIDENTIAL USE,0 ft²,15,"60,000","
							"
rawang,kampong-permata,13/01/2014,"✕✕✕✕✕, OFF KAMPUNG PERMATA",DETACHED PLOT - RESIDENTIAL USE,0 ft²,15,"78,480","
							"
rawang,kampong-permata,13/01/2014,"✕✕✕✕✕, OFF KAMPUNG PERMATA",DETACHED PLOT - RESIDENTIAL USE,0 ft²,14,"70,154","
							"
rawang,kampong-permata,,,,,,,
rawang,kampong-baru-kundang,24/08/2017,"✕✕✕✕✕✕, JALAN KBK TAMBAHAN 2",DETACHED PLOT - RESIDENTIAL USE,0 ft²,52,"170,000","
							"
rawang,kampong-baru-kundang,11/11/2016,"✕✕✕✕✕✕✕ ✕✕✕✕✕ ✕✕✕✕, JALAN KUNDANG-RAWANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,9,"1,500,000","
							"
rawang,kampong-baru-kundang,10/03/2015,"✕✕✕✕✕✕, JALAN KBK TAMBAHAN 2",DETACHED PLOT - RESIDENTIAL USE,0 ft²,45,"150,000","
							"
rawang,kampong-baru-kundang,23/01/2015,"✕✕, JALAN KBK 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,35,"200,000","
							"
rawang,kampong-baru-kundang,17/12/2014,"✕✕✕, JALAN",DETACHED PLOT - RESIDENTIAL USE,11 ft²,14,"50,000","
							"
rawang,kampong-baru-kundang,19/11/2014,"✕, JALAN ST 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,25,"60,000","
							"
rawang,kampong-baru-kundang,03/04/2014,"✕✕✕✕, JALAN KUNDANG / KUANG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,25,"60,000","
							"
rawang,kampong-baru-kundang,22/10/2013,"✕✕✕✕ ✕, JALAN ST 2",TERRACE PLOT - COMMERCIAL USE,0 ft²,73,"100,000","
							"
rawang,kampong-baru-kundang,,,,,,,
rawang,kampong-melayu-batu-16-rawang,23/09/2016,"✕✕✕✕, JALAN SEPAKAT",DETACHED PLOT - RESIDENTIAL USE,0 ft²,6,"40,000","
							"
rawang,kampong-melayu-batu-16-rawang,04/02/2015,"✕✕✕, LORONG BUDIMAN 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,45,"199,000","
							"
rawang,kampong-melayu-batu-16-rawang,30/06/2014,"✕✕✕✕, JALAN SEPAKAT",DETACHED PLOT - RESIDENTIAL USE,0 ft²,18,"75,000","
							"
rawang,kampong-melayu-batu-16-rawang,27/06/2014,"✕✕✕ ✕✕✕, JALAN NIKMAT",DETACHED PLOT - RESIDENTIAL USE,0 ft²,57,"285,000","
							"
rawang,kampong-melayu-batu-16-rawang,20/03/2014,"✕✕.✕✕✕(✕✕✕✕), JALAN SEPAKAT",DETACHED PLOT - RESIDENTIAL USE,0 ft²,21,"86,000","
							"
rawang,kampong-melayu-batu-16-rawang,15/01/2014,"✕✕✕✕, OFF JALAN SEPAKAT",DETACHED PLOT - RESIDENTIAL USE,0 ft²,25,"120,000","
							"
rawang,kampong-melayu-batu-16-rawang,30/08/2013,"✕✕✕✕✕, JALAN BUDIMAN",DETACHED PLOT - RESIDENTIAL USE,0 ft²,46,"185,000","
							"
rawang,kampong-melayu-batu-16-rawang,,,,,,,
rawang,taman-sri-garing,15/06/2016,"✕✕✕✕✕✕, JALAN SUNGAI 3",TERRACE PLOT - RESIDENTIAL USE,"1,479 ft²",359,"451,800","
							"
rawang,taman-sri-garing,27/05/2014,"✕✕, JALAN SUNGAI 3",TERRACE PLOT - RESIDENTIAL USE,0 ft²,56,"209,072","
							"
rawang,taman-sri-garing,30/12/2013,"✕✕, JALAN SUNGAI 3",TERRACE PLOT - RESIDENTIAL USE,0 ft²,56,"76,680","
							"
rawang,taman-sri-garing,30/12/2013,"✕✕, JALAN SUNGAI 3",TERRACE PLOT - RESIDENTIAL USE,0 ft²,56,"156,954","
							"
rawang,taman-sri-garing,30/12/2013,"✕✕, JALAN SUNGAI 3",TERRACE PLOT - RESIDENTIAL USE,0 ft²,56,"65,298","
							"
rawang,taman-sri-garing,30/12/2013,"✕✕, JALAN SUNGAI 3",TERRACE PLOT - RESIDENTIAL USE,0 ft²,56,"77,878","
							"
rawang,taman-sri-garing,09/05/2013,"✕✕, JALAN SUNGAI 3",TERRACE PLOT - RESIDENTIAL USE,0 ft²,56,"156,355","
							"
rawang,taman-sri-garing,,,,,,,
rawang,rawang-intergrated-industrial-park,11/04/2017,"✕✕✕✕✕, OFF JALAN INDUSTRI 3/6",DETACHED PLOT - INDUSTRIAL USE,0 ft²,105,"5,159,385","
							"
rawang,rawang-intergrated-industrial-park,11/04/2017,"✕✕✕✕✕, OFF JALAN INDUSTRI 3/6",DETACHED PLOT - INDUSTRIAL USE,0 ft²,105,"4,882,500","
							"
rawang,rawang-intergrated-industrial-park,11/04/2017,"✕✕✕✕✕, OFF JALAN INDUSTRI 3/6",DETACHED PLOT - INDUSTRIAL USE,0 ft²,105,"3,421,110","
							"
rawang,rawang-intergrated-industrial-park,28/07/2016,"✕✕✕✕ (✕✕ ✕✕), JALAN INDUSTRI 2/3",DETACHED PLOT - INDUSTRIAL USE,0 ft²,113,"6,750,000","
							"
rawang,rawang-intergrated-industrial-park,18/05/2016,"✕✕✕✕ (✕✕ ✕✕), JALAN INTEGRATED 3/6",DETACHED PLOT - INDUSTRIAL USE,0 ft²,110,"6,380,000","
							"
rawang,rawang-intergrated-industrial-park,10/09/2014,"✕✕✕✕ ✕✕✕, PERSIARAN RAWANG 1",DETACHED PLOT - INDUSTRIAL USE,0 ft²,110,"9,433,160","
							"
rawang,rawang-intergrated-industrial-park,22/05/2014,"✕✕✕✕ ✕✕✕, PERSIARAN RAWANG 1",DETACHED PLOT - INDUSTRIAL USE,0 ft²,100,"7,903,200","
							"
rawang,rawang-intergrated-industrial-park,30/07/1999,"✕✕✕✕✕, OFF JALAN INDUSTRI 3/6",DETACHED PLOT - INDUSTRIAL USE,0 ft²,102,"3,333,824","
							"
rawang,rawang-intergrated-industrial-park,22/06/1995,"✕✕, JALAN INDUSTRI 2/1",DETACHED PLOT - INDUSTRIAL USE,0 ft²,173,"219,550","
							"
rawang,rawang-intergrated-industrial-park,02/12/1991,"✕✕✕✕✕, JALAN RWG-BATU ARANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,42,"1,265,418","
							"
rawang,rawang-intergrated-industrial-park,,,,,,,
rawang,templer-baiduri,21/07/2017,"✕✕✕✕, TEMPLER BAIDURI FASA 4A",DETACHED PLOT - RESIDENTIAL USE,0 ft²,100,"828,000","
							"
rawang,templer-baiduri,03/05/2017,"✕✕.✕✕, JALAN 1/2",DETACHED PLOT - RESIDENTIAL USE,0 ft²,109,"900,000","
							"
rawang,templer-baiduri,28/01/2016,"✕, JALAN 1/4",DETACHED PLOT - RESIDENTIAL USE,0 ft²,68,"800,000","
							"
rawang,templer-baiduri,10/07/2015,"✕✕✕✕ ✕✕, JALAN 1/4",DETACHED PLOT - RESIDENTIAL USE,0 ft²,90,"966,510","
							"
rawang,templer-baiduri,28/04/2014,"✕✕✕✕ ✕✕, TEMPLER PARK FASA 4A",DETACHED PLOT - RESIDENTIAL USE,0 ft²,65,"587,340","
							"
rawang,templer-baiduri,24/03/2014,"✕✕✕ ✕✕, JALAN 1/3",DETACHED PLOT - RESIDENTIAL USE,0 ft²,81,"850,000","
							"
rawang,templer-baiduri,13/11/2013,"✕✕.✕✕, JALAN 1/4",DETACHED PLOT - RESIDENTIAL USE,0 ft²,86,"700,000","
							"
rawang,templer-baiduri,01/11/2013,"✕✕✕✕ ✕✕, TEMPLER BAIDURI, TEMPLER PARK RESORT",DETACHED PLOT - RESIDENTIAL USE,0 ft²,88,"730,000","
							"
rawang,templer-baiduri,30/09/2013,"✕✕✕ ✕, JALAN 1/4",DETACHED PLOT - RESIDENTIAL USE,0 ft²,80,"854,000","
							"
rawang,templer-baiduri,03/07/1997,"✕✕✕✕, TEMPLER BAIDURI FASA 4A",DETACHED PLOT - RESIDENTIAL USE,0 ft²,38,"314,640","
							"
rawang,templer-baiduri,,,,,,,
shah-alam,shah-alam-technology-park,19/04/2016,"✕✕, JALAN 33/20",EMPTY PLOT - INDUSTRIAL USE,0 ft²,"1,211","900,000","
							"
shah-alam,shah-alam-technology-park,,,,,,,
shah-alam,seksyen-6-shah-alam,06/10/2016,"✕✕ ✕, JALAN 6/4E",EMPTY PLOT - RESIDENTIAL USE,0 ft²,81,"1,000,000","
							"
shah-alam,seksyen-6-shah-alam,,,,,,,
shah-alam,seksyen-25-shah-alam,18/11/2013,"✕✕(✕✕✕ ✕✕✕✕✕), JALAN MESRA 25/66",TERRACE PLOT - COMMERCIAL USE,"2,650 ft²",714,"1,000,000","
							"
shah-alam,seksyen-25-shah-alam,,,,,,,
shah-alam,seksyen-30,17/04/2014,"✕✕✕ ✕✕✕✕✕✕, JALAN TANJUNG TUAN 30/30A (P/L 4560)",DETACHED PLOT - RESIDENTIAL USE,0 ft²,40,"160,000","
							"
shah-alam,seksyen-30,,,,,,,
shah-alam,shah-alam-utama,23/05/2000,"✕✕✕ ✕✕✕✕, JALAN SELASIH U12/14B",TERRACE PLOT - RESIDENTIAL USE,0 ft²,94,"154,000","
							"
shah-alam,shah-alam-utama,,,,,,,
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"270,388","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"105,164","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"606,400","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"93,307","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"115,021","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"131,855","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"105,346","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"118,748","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"156,582","
							"
rawang,taman-sri-putra,26/11/2013,"✕✕ ✕✕✕✕, OFF TAMAN SRI PUTRA, PEKAN KUANG",EMPTY PLOT - COMMERCIAL USE,0 ft²,7,"133,868","
							"
rawang,taman-sri-putra,,,,,,,
shah-alam,seksyen-20-shah-alam,19/09/2002,"✕✕ ✕✕✕✕, PERSIARAN JUBLI PERAK",DETACHED PLOT - COMMERCIAL USE,0 ft²,123,"6,194,649","
							"
shah-alam,seksyen-20-shah-alam,,,,,,,
shah-alam,rss-92-b--batu-tiga--shah-alam,13/01/2014,"✕✕✕, BATU 3",EMPTY PLOT - UNSPECIFIED USE,0 ft²,65,"130,000","
							"
shah-alam,rss-92-b--batu-tiga--shah-alam,,,,,,,
rawang,kampong-lim-tan--rajah-tambahan,10/07/2014,"✕✕✕ ✕✕✕✕✕, JALAN WATERFALL",DETACHED PLOT - RESIDENTIAL USE,0 ft²,31,"90,000","
							"
rawang,kampong-lim-tan--rajah-tambahan,10/07/2014,"✕✕✕ ✕✕✕✕✕, JALAN WATERFALL",DETACHED PLOT - RESIDENTIAL USE,0 ft²,31,"90,000","
							"
rawang,kampong-lim-tan--rajah-tambahan,,,,,,,
rawang,kampong-baru-cina-rawang-sungai-terentang,05/11/2015,"✕✕✕✕✕✕, KAMPUNG BARU CINA RAWANG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,44,"106,000","
							"
rawang,kampong-baru-cina-rawang-sungai-terentang,29/01/2014,"✕✕ ✕✕✕✕, JALAN",DETACHED PLOT - RESIDENTIAL USE,0 ft²,21,"50,000","
							"
rawang,kampong-baru-cina-rawang-sungai-terentang,31/07/2013,"✕, KAMPUNG BARU RAWANG",DETACHED PLOT - RESIDENTIAL USE,0 ft²,6,"20,000","
							"
rawang,kampong-baru-cina-rawang-sungai-terentang,,,,,,,
rawang,templer-villas,20/10/2016,"✕✕, JALAN SIANTAN",DETACHED PLOT - RESIDENTIAL USE,0 ft²,175,"1,051,000","
							"
rawang,templer-villas,18/12/2015,"✕✕ ✕✕, JALAN ANGSANA",DETACHED PLOT - RESIDENTIAL USE,0 ft²,175,"1,050,000","
							"
rawang,taman-industri-rawang-indah-batu-17,13/01/2015,"✕, JALAN PERUSAHAAN 6",TERRACE PLOT - INDUSTRIAL USE,"2,851 ft²",205,"615,000","
							"
rawang,taman-industri-rawang-indah-batu-17,27/12/2013,"✕✕✕✕✕, JALAN 1/3",DETACHED PLOT - INDUSTRIAL USE,0 ft²,203,"8,900,000","
							"
rawang,taman-industri-rawang-indah-batu-17,28/11/2013,"✕✕✕✕✕, OFF RAWANG INTEGRATED",DETACHED PLOT - INDUSTRIAL USE,0 ft²,56,"610,000","
							"
rawang,taman-industri-rawang-indah-batu-17,,,,,,,
rawang,templer-villas,25/11/2014,"✕✕✕ ✕✕ ✕✕, JALAN ANGSANA",DETACHED PLOT - RESIDENTIAL USE,0 ft²,159,"960,000","
							"
rawang,templer-villas,15/04/2014,"✕, JALAN BERINGIN",DETACHED PLOT - RESIDENTIAL USE,0 ft²,100,"500,500","
							"
rawang,templer-villas,,,,,,,
rawang,bukit-kuang-perdana,05/05/2014,"✕✕ ✕✕✕✕✕, JALAN KUANG PERDANA",DETACHED PLOT - RESIDENTIAL USE,0 ft²,18,"100,000","
							"
rawang,bukit-kuang-perdana,05/05/2014,"✕✕ ✕✕✕✕✕, JALAN KUANG PERDANA",DETACHED PLOT - RESIDENTIAL USE,0 ft²,16,"100,000","
							"
rawang,bukit-kuang-perdana,,,,,,,
rawang,templer-bistari,15/01/2014,"✕✕✕, PERSIARAN BISTARI 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,85,"644,624","
							"
rawang,templer-bistari,15/01/2014,"✕✕✕, PERSIARAN BISTARI 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,91,"631,536","
							"
rawang,templer-bistari,15/01/2014,"✕✕✕, PERSIARAN BISTARI 1",DETACHED PLOT - RESIDENTIAL USE,0 ft²,127,"631,098","
							"
rawang,templer-bistari,,,,,,,
rawang,taman-perind-tekn-rawang,09/06/2016,"✕✕. ✕, JALAN MERANTI",DETACHED PLOT - INDUSTRIAL USE,0 ft²,107,"5,773,613","
							"
rawang,taman-perind-tekn-rawang,15/09/2014,"✕✕. ✕✕, JALAN NYATOH",DETACHED PLOT - INDUSTRIAL USE,0 ft²,95,"4,721,213","
							"
rawang,taman-perind-tekn-rawang,15/08/2014,"✕✕. ✕✕, JALAN CHENGAL",DETACHED PLOT - INDUSTRIAL USE,0 ft²,93,"5,119,422","
							"
rawang,taman-perind-tekn-rawang,15/08/2014,"✕✕✕ ✕✕✕, JALAN NYATOH",DETACHED PLOT - INDUSTRIAL USE,0 ft²,95,"4,909,366","
							"
rawang,taman-perind-tekn-rawang,,,,,,,
rawang,taman-hijau---green-park,14/11/2016,"✕✕✕ ✕✕, LORONG HIJAU 2",DETACHED PLOT - RESIDENTIAL USE,0 ft²,69,"260,000","
							"
rawang,taman-hijau---green-park,30/08/2016,"✕✕ ✕✕✕✕, JALAN NGP 1/6",DETACHED PLOT - RESIDENTIAL USE,0 ft²,62,"650,000","
							"
rawang,taman-hijau---green-park,28/12/2015,"✕✕, LORONG HIJAU 2",DETACHED PLOT - RESIDENTIAL USE,0 ft²,75,"280,000","
							"
rawang,taman-hijau---green-park,26/03/2015,"✕✕, LORONG HIJAU 1/3",DETACHED PLOT - RESIDENTIAL USE,0 ft²,63,"275,310","
							"
rawang,taman-hijau---green-park,,,,,,,
rawang,taman-velox-rawang,30/08/2017,"✕✕✕ ✕✕, JALAN VELOX 19",DETACHED PLOT - INDUSTRIAL USE,0 ft²,58,"1,980,000","
							"
rawang,taman-velox-rawang,16/01/2017,"✕✕✕✕ ✕✕, VELOX RAWANG",DETACHED PLOT - INDUSTRIAL USE,0 ft²,22,"478,000","
