"selayang, jalan bidara 1",
"selayang, jalan sesama",
"selayang, jalan sesama",
"selayang, jalan sesama",
"selayang, lorong perusahaan ringan 1",
"selayang, jalan sesama",
"selayang, jalan indah 10a",
"selayang, jalan indah 10d",
"selayang, jalan indah 10b",
"selayang, jalan indah 10d",
"selayang, jalan indah 10e",
"selayang, jalan indah 10d",
"selayang, jalan indah 10b",
"selayang, jalan indah 10b",
"selayang, jalan 4",
"selayang, & Š“«Š“«Š“«Š“«Š“«, jalan 4",
"selayang, & Š“«Š“«Š“«Š“«Š“«, jalan 4",
"selayang, jalan 2",
"selayang, jalan 2",
"selayang, jalan selayang baru",
"selayang, &Š“«Š“«Š“«Š“«Š“«, jalan 2",
"selayang, & Š“«Š“«Š“«Š“«Š“«, off jalan rawang - ipoh",
"selayang, jalan besar",
"selayang, jalan besar",
"selayang, jalan ps 3",
"selayang, jalan ps 3",
"selayang, jalan ps 3",
"selayang, jalan ps 3",
"selayang, jalan ps 3",
"selayang, jalan ps 4",
"selayang, jalan ps 4",
"selayang, jalan ps 3",
"selayang, prima selayang",
"selayang, jalan ps 3",
"selayang, jalan perusahaan 1",
"selayang, jalan perusahaan amari",
"selayang, jalan perusahaan 1",
"selayang, jalan perusahaan amari",
"selayang, jalan perusahaan amari",
"selayang, jalan perusahaan 1",
"selayang, oo jalan perusahaan 1",
"selayang, jalan perusahaan amari",
"selayang, jalan perusahaan amari",
"selayang, jalan perusahaan amari",
"petaling jaya, jalan pjs 5/26",
"petaling jaya, jalan pjs 5/26",
"petaling jaya, jalan pjs 5/26",
"petaling jaya, jalan 51/205, the highway centre",
"petaling jaya, jalan 51/205, the highway centre",
"petaling jaya, jalan 51/205",
"petaling jaya, jalan 51/205 highway centre",
"petaling jaya, jalan ss 26/15",
"petaling jaya, jalan ss 26/15",
"petaling jaya, jalan ss26/13",
"petaling jaya, jalan ss 26/11",
"petaling jaya, jalan ss 26/15",
"petaling jaya, jalan ss 26/13",
"petaling jaya, jalan ss 26/13",
"petaling jaya, jalan ss 26/13",
"petaling jaya, jalan ss 26/13",
"petaling jaya, jalan pjs 1/21a",
"petaling jaya, jalan pjs 1/21a",
"petaling jaya, jalan pjs 1/21a",
"petaling jaya, jalan petaling utama 3 (pjs 1/28)",
"petaling jaya, jalan petaling utama (jalan pjs 1/28)",
"petaling jaya, jalan pjs 1/21a",
"petaling jaya, jalan pjs 1/21a",
"petaling jaya, jalan pjs 1/21a",
"petaling jaya, jalan pjs 1/30",
"petaling jaya, jalan petaling utama 5",
"petaling jaya, jalan ss 25/41",
"petaling jaya, jalan ss 25/28",
"petaling jaya, jalan ss 25/28",
"petaling jaya, jalan ss 25/28",
"petaling jaya, jalan ss 25/28",
"petaling jaya, jalan ss25/28",
"petaling jaya, jalan ss 25/32",
"petaling jaya, jalan ss 25/28",
"petaling jaya, jalan ss 25/32",
"petaling jaya, jalan medan 3 @ jalanpjs 3/2",
"petaling jaya, jalan medan 3 @ jalanpjs 3/2",
"petaling jaya, jalan pjs 3/6",
"petaling jaya, jalan pjs 3/7",
"petaling jaya, jalan ss 25/28",
"petaling jaya, jalan pjs 3/6",
"petaling jaya, jalan pjs 3/7 (medan 7)",
"petaling jaya, jalan pjs 3/6",
"petaling jaya, jalan pjs 3/2",
"petaling jaya, jalan pjs 3/4",
"petaling jaya, jalan pjs 3/4",
"petaling jaya, jalan kemajuan, pj industraial park",
"petaling jaya, jalan kemajuan",
"petaling jaya, jalan kemajuan",
"petaling jaya, jalan kemajuan, pj inds park",
"petaling jaya, jalan kemajuan (pj industrial park)",
"petaling jaya, jalan kemajuan, pj industrial park",
"petaling jaya, jalan kemajuan",
"petaling jaya, jalan kemajuan",
"petaling jaya, jalan kemajuan",
"petaling jaya, jalan kemajuan",
"klang, jalan sungai jeluh 32/192",
"klang, jalan sungai jeluh 32/192",
"klang, jalan sungai jeluh 32/192",
"klang, jalan sungai jeluh 32/191",
"klang, jalan sungai jeluh 32/192",
"klang, jalan sungai jeluh 32/191",
"klang, jalan sungai jeluh 32/191",
"klang, jalan sungai jeluh 32/192",
"klang, jalan sungai jeluh 32/192",
"klang, jalan air mata duyung",
"klang, jalan sungai jeluh 32/189",
"klang, jalan sungai jeluh 32/189",
"klang, jalan sungai jeluh 32/189",
"klang, jalan sungai jeluh 32/189 (p/l 3799)",
"klang, jalan sungai jeluh 32/189, bukit naga",
"klang, jalan sungai jeluh 32/189, bkit naga, seksyen 32",
"klang, jalan sungai jeluh 32/189",
"klang, jalan sungai jerluh 32/189",
"klang, jlaan sungai jeluh 32/189",
"petaling jaya, jalan 51/225a zon industri pjct",
"petaling jaya, jalan 51a/227",
"petaling jaya, jalan 51a/225a (zon industri pjct)",
"petaling jaya, jalan 51/203a",
"petaling jaya, jalan 51a/225",
"petaling jaya, jalan 51/213",
"petaling jaya, lorong 51a/227c",
"klang, jalan ikan mata duyung ks10",
"klang, jalan ikan mata duyung",
"klang, jalan ikan mata duyung",
"klang, jalan ikan mata duyung",
"klang, jalan ikan mata duyung",
"klang, off jalan air hitam",
"klang, jalan permata 9a/ks09",
"klang, jalan permata 9/ks09",
"klang, jalan pertama 9a/ks09",
"klang, jalan permata 9a/ks9",
"klang, jalan permata 8",
"klang, jalan pertama 9a/ks09",
"klang, jalan permata 9a/ks9",
"klang, jalan permata 9a/ks9",
"klang, hj abd karim 29/ks2",
"klang, jalan hj. abdul karim 53",
"klang, jalan rebana 3",
"klang, jalan rebana 3",
"klang, jalan rebana 10",
"klang, lorong seruling 59/1",
"klang, jalan rebana 10, off jalan seruling 59",
"klang, lorong haji abdul karim 19b",
"klang, jalan rebana",
"klang, jalan hj abdul karim 33",
"klang, jalan permata 2a/ks9",
"klang, jalan permata 2a/ks9",
"klang, jalan permata 2",
"klang, jalan permata 2b/ks9",
"klang, jalan permata 2b/ks9",
"klang, jalan permata 8/ks09",
"klang, jalan permata 8/ks09",
"klang, jalan permata 2b/ks9",
"klang, jalan permata 9a/ks9",
"klang, jalan permata 2a",
"klang, jalan seruling 58",
"klang, jalan serunai 16",
"klang, jalan rebena 3",
"klang, jalan serunai 1",
"klang, jalan rebena 3",
"klang, jalan rebena 3",
"klang, jalan serunai 16",
"klang, jalan serunai 1",
"klang, jalan serunai 16",
"klang, jalan perigi nanas 8/10, seksyen 12, fasa 1b",
"klang, jalan sungai pinang 5/6",
"klang, jalan perigi nenas 8/10",
"klang, jalan sungai pinang 5/6",
"klang, jalan perigi nenas 8/10",
"klang, jalan perigi nenas 8/10",
"klang, jalan sungai pinang 5/5",
"klang, jalan sungai pinang 5/5",
"klang, jalan sungai pinang 5/5",
"klang, jalan sungai pinang 5/5",
"klang, jalan sungai chandong 19",
"klang, lorong sungai chongdong",
"klang, jalan sungai chandong 18",
"klang, jalan sungai chandong 18",
"klang, jalan sungai chandong 19",
"klang, jalan sungai chandong 18",
"klang, jalan sungai chandong 16",
"klang, jalan sungai chandong 19",
"klang, jalan sungai chandong 11d",
"klang, jalan sungai chandong 18e",
"klang, jalan sungai jeluh 32/191",
"klang, jalan sungai jeluh 32/192",
"klang, jalan sungai kayu ara 32/31",
"klang, jalan spring 34/31, seksyen 34",
"klang, jalan spring 34/31, seksyen 34",
"klang, jalan spring 34/31",
"klang, jalan teluk batu 9, batu 4 1/2",
"klang, jalan telok batu 2",
"klang, jalan teluk batu 1",
"klang, jalan teluk batu 1",
"klang, jalan 34/1a seksyen 34",
"klang, jalan injap 32/4",
"klang, jlaan 34/4",
"klang, jalan gitar 33/3",
"klang, & Š“«Š“«-Š“«, jalan gitar 33/3",
"klang, jalan gitar 33/3",
"klang, jalan gitar 33/3",
"klang, jalan gitar 33/3, seksyen 33, shah alam",
"klang, jalan gitar 33/3",
"klang, jalan laksamana 1/ks7",
"klang, jalan laksamana 1/ks7",
"klang, jalan 36/41",
"klang, jalan 36/41",
"klang, jalan 36/41, seksyen 36, shah alam",
"klang, jalan 36/41",
"klang, jalan 36/41",
"klang, jalan 36/41",
"klang, jalan 36/41",
"klang, lorong segambut 2",
"klang, lorong seri gambut 1",
"klang, lorong zainal abidin 13",
"klang, lorong zainal abidin 13",
"petaling jaya, jalan ss 25/28",
"semenyih, jalan 6/2 seksyen 6",
"semenyih, jalan 6/11",
"semenyih, jalan 6/2a",
"semenyih, jalan 6/3, seksyen 6",
"semenyih, jalan 6/2a, seksyen 6, bandar rinching",
"semenyih, jalan 6/4, seksyen 6, bandar rinching",
"petaling jaya, jalan jenjarom",
"semenyih, jalan 1",
"semenyih, jalan 7",
"semenyih, jalan hi-tech 5",
"semenyih, jalan 5",
"semenyih, jalan 3",
"semenyih, jalan 5",
"semenyih, jalan 1",
"semenyih, jalan mega b",
"semenyih, /Š“«Š“«, persiaran mega a",
"semenyih, /Š“«Š“«, persiaran mega a",
"semenyih, jalan mega 1a",
"semenyih, /Š“«Š“«, jalan persiaran mega a",
"semenyih, jalan mega 1a",
"semenyih, /Š“«Š“«, jalan persiaran mega a",
"semenyih, mega 22",
"semenyih, jalan mega 2a",
"semenyih, & Š“«Š“«Š“«, jalan mega 2a",
"semenyih, jalan semtec park 3",
"semenyih, jalan semtec 5",
"semenyih, jalan semtec 3",
"semenyih, jalan semtec 4",
"semenyih, jalan semtec park 4",
"semenyih, jalan semtec 4",
"semenyih, jalan semtec 3",
"semenyih, jalan semtec park 4",
"semenyih, jalan semtec park 4",
"semenyih, jalan semtec park",
"semenyih, jalan sri haneco 1/10",
"semenyih, jalan sri haneco 1/12",
"semenyih, jalan sri haneco 1/4",
"semenyih, jalan sri haneco 1/8",
"semenyih, sri haneco 1/4",
"semenyih, jalan sri haneco 1/6",
"semenyih, jalan sri haneco 1/14",
"semenyih, jalan sri haneco 1/4",
"semenyih, jalan sri haneco 1/10",
"semenyih, jalan sri haneco 1/6",
"semenyih, jalan besi 1/2",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, off jalan bangi lama",
"semenyih, belakang semenyih permata",
"semenyih, jalan hi tech 6/1",
"semenyih, belakang semenyih permata",
"semenyih, belakang semenyih permata",
"semenyih, belakang semenyih permata",
"semenyih, jalan hi-tech 5",
"semenyih, belakang semenyih permata",
"semenyih, belakang semenyih permata",
"semenyih, jalan hi-tech 5",
"semenyih, belakang semenyih permata",
"semenyih, kb c, jalan hi-tech 3/1",
"semenyih, kb a, jalan hi-tech 3/2",
"semenyih, jalan hi-tech 3/4",
"semenyih, jalan hi-tech 3/4",
"semenyih, jalan hi-tech 3/3",
"semenyih, jalan hi-tech 3/1",
"semenyih, jalan hi-tech 3/3",
"semenyih, jalan hi-tech 3/4",
"semenyih, jalan villaraya 1/3a",
"semenyih, jalan villaraya 1/6",
"semenyih, jalan 1/2",
"semenyih, jalan villaraya 1/2",
"semenyih, jalan villaraya 1/3",
"semenyih, jalan 1/3a",
"semenyih, jalan villaraya 2/1",
"semenyih, jalan villaraya 2/1",
"semenyih, jalan villaraya 1/7",
"petaling jaya, jalan mj/4",
"petaling jaya, jalan mj/3 medan maju jaya",
"kajang, metroworld taming industrial park",
"kajang, jalan perindustrian sungai balak 1/1",
"kajang, jalan jenaris 2c",
"shah alam, jalan jemuju satu 16/13a",
"shah alam, jalan jemuju satu 16/13a",
"shah alam, jalan tukang 16/4 shah alam",
"shah alam, jalan jemuju satu 16/13a",
"shah alam, jalan 16/13c",
"shah alam, 16/11",
"shah alam, jalan nilam 1/1",
"shah alam, jalan nilam 1/1",
"shah alam, jalan nilam 1/1",
"shah alam, jalan nilam 1/8",
"shah alam, jalan nilam 2",
"shah alam, jalan nilam 1/3",
"shah alam, jalan nilam 1/2",
"shah alam, jalan sungai buloh 27/101a (hicom 27)",
"shah alam, jalan pendamar 27/90",
"shah alam, jalan pendamar 27/90",
"shah alam, jalan sungai buloh 27/101a (hicom 27)",
"shah alam, jalan sungai buloh 27/101a (hicom 27)",
"shah alam, jalan sungai buloh 27/101a (hicom 27)",
"shah alam, jalan sungai buloh 27/101a (hicom 27)",
"shah alam, jalan 27/90",
"shah alam, jalan 27/90",
"shah alam, jalan sungai buloh 27/101a (hicom 27)",
"shah alam, jalan angklong 33/20",
"shah alam, jalan tambur 33/19",
"shah alam, salung 33/26",
"shah alam, jalan tamborin 33/23",
"shah alam, jalan tabla 33/21",
"shah alam, jalan angklung 33/20",
"shah alam, jalan angklung 33/20",
"shah alam, jalan tambur 33/19",
"shah alam, jalan 34/5",
"shah alam, jalan tabla 33/21",
"shah alam, jalan teluk batu 2",
"shah alam, lorong telok batu 7",
"shah alam, /Š“«Š“«, jalan teluk batu 2",
"shah alam, jalan telok batu 7",
"shah alam, jalan telok batu 2",
"shah alam, jalan teluk batu 9",
"shah alam, jalan teluk batu 2",
"shah alam, lorong telok batu 6a",
"shah alam, lorong telok batu 3",
"shah alam, jalan teluk batu 4",
"shah alam, jalan industri 2",
"shah alam, jalan omboh dua 34/1b",
"shah alam, jalan omboh dua 34/1",
"shah alam, jalan omboh dua 34/1b",
"shah alam, jalan hon 34/10",
"shah alam, jalan industri 1",
"shah alam, jalan omboh dua 34/1b",
"shah alam, jalan tayar 34/12",
"shah alam, jalan sungai jerluh 32/196",
"shah alam, jalan tayar 34/12",
"shah alam, jalan serendah 26/41",
"shah alam, jalan serendah 26/40",
"shah alam, jalan serendah 26/39",
"shah alam, jalan serendah 26/41",
"shah alam, jalan 26/39",
"shah alam, jalan serendah 26/39",
"shah alam, jalan 26/4",
"shah alam, jalan 26/8",
"shah alam, jalan bagan nira 26/8",
"shah alam, jalan bulan u5/171",
"shah alam, jalan bulan u5/172",
"shah alam, jalan bulan u5/171",
"shah alam, jalan bulan u5/170",
"shah alam, jalan bulan u5/172",
"shah alam, jalan bulan u5/171",
"shah alam, jalan bulan u5/168",
"shah alam, jalan u5/172",
"shah alam, jalan bulan u5/172",
"shah alam, jalan bulan u5/171",
"shah alam, jalan anggerik mokara 31/53",
"shah alam, jalan anggerik mokara 31/63",
"shah alam, jalan sungai jeluh 32/201",
"shah alam, jalan sungai jeluh 32/201",
"shah alam, jalan anggerik mokara 31/61",
"shah alam, jalan anggerik mokara 31/63",
"shah alam, jalan sungai jeluh 32/201",
"shah alam, jalan astaka u8/88a",
"shah alam, jalan astaka u8/83",
"shah alam, jalan astaka u8/88a",
"shah alam, jalan astaka u8/84a",
"shah alam, jalan astaka u8/83",
"shah alam, jalan astaka u8/84",
"shah alam, jalan astaka u8/84",
"shah alam, jalan astaka u8/88a",
"shah alam, jalan astaka u8/88b",
"shah alam, jalan astaka u8/88b",
"serendah, jalan indah 3",
"serendah, jalan mohd taib",
"serendah, jalan mohd taib",
"serendah, jalan seri pagi 2",
"serendah, jalan seri pagi 2",
"serendah, jalan seri pagi 4",
"serendah, jalan seri pagi 4a",
"serendah, pust perdagangan sri pagi",
"serendah, jalan seri pagi 4a",
"serendah, jalan seri pagi 3",
"serendah, jalan seri pagi 3",
"serendah, jalan seri pagi 2",
"serendah, jalan seri pagi 3",
"serendah, jalan cempaka 3a/1",
"serendah, jalan cempaka 4",
"serendah, jalan cempaka 3",
"serendah, jalan cempaka 1a",
"serendah, jalan cempaka 1a",
"serendah, jalan cempaka 1a",
"serendah, jalan cempaka 3a",
"serendah, jalan cempaka 3a",
"serendah, jalan cempaka 3",
"serendah, jalan cempaka 3",
"serendah, jalan kesidang 1",
"serendah, jalan kesidang 2",
"serendah, no.37, jalan kesidang 1",
"serendah, unit k95, jalan kesidang 2",
"serendah, jalan kesidang 2",
"serendah, jalan kesidang 1",
"serendah, unit k15, jalan kesidang 1",
"serendah, jalan kesidang 1",
"serendah, jalan kesidang 2",
"serendah, jalan kesidang 2",
"serendah, jalan kemunting 3d",
"serendah, jalan seri pagi 3a",
"serendah, jalan kamunting 3",
"serendah, jalan seroja 4d",
"serendah, jalan seroja 4d",
"serendah, jalan telipot 2d/2",
"serendah, jalan kamunting 1c",
"serendah, jalan bunga raya 6a/3",
"serendah, jalan seroja 6d",
"serendah, jalan seri pagi 3b",
"subang jaya, /Š“« Š“«Š“« (Š“«Š“«Š“«), jalan subang 3",
"subang jaya, /Š“« Š“«Š“« (Š“«Š“«Š“«), jalan subang 3",
"subang jaya, blok d, lot 757, jalan subang 3",
"subang jaya, /Š“«/Š“«Š“«), jalan subang 3",
"subang jaya, jalan subang 3",
"subang jaya, /Š“«/Š“«Š“«), jalan subang 3",
"subang jaya, /Š“«/Š“«Š“«), jalan subang 3",
"subang jaya, /Š“«/Š“«Š“«, jalan subang 3",
"subang jaya, jalan subang 3",
"subang jaya, /Š“«/Š“«Š“«, jalan subang 3",
"serendah, jalan kantan 2g",
"serendah, jalan kantan 2h",
"serendah, jalan kantan 2h",
"serendah, jalan kantan 2i",
"serendah, jalan kantan 2h",
"serendah, jalan jejarum 3c",
"serendah, jalan jejarum 2",
"serendah, jalan melati",
"serendah, jalan jenjarum 4a",
"serendah, jalan jejarum 1b",
"subang jaya, jalan tpj 9",
"subang jaya, jalan pju 1a/18 (jalan tpj 9)",
"subang jaya, jalan pju 1a/8",
"subang jaya, jalan tpj 6",
"subang jaya, jalan pju 1a/15 (tpj 8)",
"subang jaya, jalan tpj 9",
"subang jaya, jalan tpj 9",
"subang jaya, jalan tpj 3",
"subang jaya, jalan tpj 10",
"subang jaya, jalan tpj 3",
"subang jaya, jalan subang 7, latitude",
"subang jaya, /Š“« Š“«), jalan subang 3",
"subang jaya, jalan subang 7/1 (twin park)",
"subang jaya, /Š“« Š“«), jalan subang 3",
"subang jaya, /Š“« Š“«Š“«), jalan subang 4",
"subang jaya, jalan subang 4, subang light industrial park",
"subang jaya, jalan subang 4, taman industrial sungai penaga",
"subang jaya, jalan subang 3, taman industri sungai penaga",
"subang jaya, jalan industri usj 1/13",
"subang jaya, jalan industri usj 1/14",
"subang jaya, jalan industri usj 1/13",
"subang jaya, jalan industri usj 1/13",
"subang jaya, jalan industri usj 1/4",
"subang jaya, jalan tp 7/4",
"subang jaya, jalan tp 3/2",
"subang jaya, jalan tp 7/6",
"subang jaya, jalan tp 7/4",
"subang jaya, jalan tp 7/7",
"subang jaya, jalan tp 5a",
"subang jaya, jalan tp 3/1",
"subang jaya, jalan tp 7/8",
"subang jaya, jalan ts 6/10",
"subang jaya, jalan ts 6/2",
"subang jaya, jalan ts 6/5",
"subang jaya, jalan ts 6",
"subang jaya, jalan ts 6/6",
"subang jaya, jalan ts 6/7",
"subang jaya, jalan ts 6/2",
"subang jaya, jalan ts 6/9",
"subang jaya, jalan ts 6/5",
"subang jaya, jalan ts 6/3",
"subang jaya, jalan industri usj 1/11",
"subang jaya, jalan industri 1/10",
"subang jaya, jalan industri usj 1/11",
"subang jaya, usj 1/1 @ psm 1",
"subang jaya, jalan usj 1/11",
"subang jaya, jalan usj 1/4, taman perinduatrian usj 1",
"subang jaya, jalan industri usj 1/14",
"subang jaya, jalan industri usj 1/14",
"subang jaya, jalan industri usj 1/13",
"subang jaya, jalan industri 1/18",
"kajang, jalan asa 8",
"kajang, jalan asa 8",
"kajang, jalan alfa impian 2",
"kajang, jalan alfa impian 2",
"kajang, jalan alfa impian 1",
"kajang, jalan 5",
"kajang, jalan indah 1",
"kajang, jalan indah",
"kajang, jalan indah 1",
"kajang, jalan indah",
"kajang, jalan indah",
"kajang, jalan kidamai 2/1, taman industri kidamai 2",
"kajang, jade industrial park",
"kajang, jade industrial park",
"kajang, jade industrial park",
"kajang, jade industrial park",
"kajang, jade industrial park",
"kajang, jalan mega 2/1",
"kajang, mega 2/1",
"kajang, jalan mega a",
"kajang, mega 2/1",
"kajang, jalan mega a",
"kajang, mega 2/1",
"kajang, mega 2/1",
"kajang, jalan seksyen 1/23",
"kajang, jalan seksyen 1/25",
"kajang, jalan seksyen 1/18",
"kajang, jalan seksyen 1/21",
"kajang, jalan seksyen 1/23",
"kajang, jalan seksyen 1/21",
"kajang, jalan seksyen 1/27",
"kajang, jalan seksyen 1/27",
"kajang, jalan seksyen 1/21",
"kajang, jalan seksyen 1/19",
"kajang, jalan sc 5/e",
"kajang, jalan sc 4",
"kajang, jalan sc 8",
"kajang, jalan sc 8",
"kajang, jalan sc 8",
"kajang, jalan sc 1",
"kajang, jalan sc/2",
"kajang, jalan sc/ 2",
"kajang, jalan sc 6",
"kajang, jalan sc 2",
"kajang, jalan ba 2/1",
"kajang, jalan bukit angkat",
"kajang, jalan ba/10",
"kajang, /Š“«, kawasan perindustrian bukit angkat 3 (gb land",
"kajang, /Š“«, kawasan perindustrian bukit angkat 3 (gb land",
"kajang, jalan ba 2/1",
"kajang, jalan ba /10",
"kajang, /Š“«, kawasan perindustrian bukit angkat 3 (gb land",
"kajang, jalan p2/11",
"kajang, jalan p2/9",
"kajang, jalan p2/8",
"kajang, jalan p2/16",
"kajang, jalan p2/16",
"kajang, jalan p2/5",
"kajang, jalan p2/16",
"kajang, jalan p4/8b",
"kajang, jalan p4/8a",
"kajang, jalan p 2/16",
"ampang, jalan merdeka ria 2",
"ampang, jalan merdeka ria 2",
"ampang, jalan merdeka ria 1",
"ampang, jalan merdeka ria 1",
"ampang, mewah 3/5",
"ampang, jalan mewah 3/5",
"ampang, jalan pandan mewah 3/4",
"ampang, mewah 3/3",
"ampang, mewah 3/5",
"ampang, jalan mewah 3/5",
"ampang, jalan 6/14",
"ampang, jalan 6/11",
"ampang, jalan kencana 20",
"ampang, jalan kencana 18",
"ampang, jalan kencana 20",
"ampang, jalan kencana 20",
"ampang, jalan kencana 20",
"ampang, jalan kencana 20",
"ampang, jalan perdana 10/8",
"ampang, jalan 2",
"ampang, jalan 2",
"ampang, jalan 3",
"ampang, jalan 4",
"ampang, jalan 2",
"ampang, kaws industrial kampung baru cina",
"ampang, jalan 14",
"ampang, jalan 11",
"ampang, kampung baru cina",
"ampang, jalan 11",
"ampang, jalan 11",
"ampang, jalan 11",
"ampang, jalan 11",
"ampang, jalan 12 kampung baru ampang tambahan",
"ampang, jalan bukit permai utama 3",
"ampang, jalan bukit permai utama 3",
"ampang, jalan bukit permai utama 3",
"ampang, jalan bukit permai utama 2",
"ampang, jalan bukit permai utama tiga",
"ampang, jalan bukit permai utama 3",
"ampang, jalan bukit permai utaman satu",
"ampang, jalan bukit permai utama 3",
"ampang, jalan bukit permai utama tiga",
"ampang, jalan bukit permai utaman satu",
"ampang, jalan lj 3",
"ampang, &Š“«Š“«-Š“«, jalan lj 5",
"ampang, & Š“«Š“«-Š“«, jalan lj3",
"ampang, jalan lj 3",
"ampang, jalan lj 3",
"ampang, & Š“«Š“«-Š“«, jalan lj 5",
"ampang, & Š“«-Š“«, jalan lj 5",
"ampang, & Š“«Š“«-Š“«, jalan lj4",
"ampang, & Š“«Š“«-Š“«, jalan lj 2",
"ampang, jalan lj 2",
"subang jaya, jalan ss 19/7, subang jaya",
"subang jaya, jalan usj 7/3c",
"subang jaya, jalan usj 7/3c",
"subang jaya, usj 7/3a",
"subang jaya, jalan usj 7/3",
"subang jaya, jalan usj 7/3b",
"subang jaya, jalan usj 19/4a",
"subang jaya, jalan usj 19/2",
"subang jaya, jalan usj 19/4a",
"subang jaya, jalan usj 19/2",
"subang jaya, jalan utama 1/6",
"shah alam, jalan bawang putih 24/34",
"shah alam, jalan bawang putih 24/34",
"shah alam, jalan 24/35",
"shah alam, jalan 24/35",
"shah alam, jalan marikh u5/174",
